112
0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 
0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 16, 16, 16, 17, 17, 17, 17, 18, 18, 18, 18, 19, 19, 19, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 
16,6, 16, 16, 17, 17, 17, 17, 18, 18, 18, 18, 19, 19, 19, 19, 20, 24, 28, 32, 22, 26, 30, 34, 21, 25, 29, 33, 23, 27, 31, 35, 36, 36, 37, 37, 38, 38, 39, 39, 40, 40, 41, 41, 42, 42, 43, 43, 68, 69, 70, 71, 72, 73, 74, 75, 60, 60, 61, 61, 62, 62, 63, 63, 64, 64, 65, 65, 66, 66, 67, 67, 68, 69, 70, 71, 72, 73, 74, 75,
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
1000000000000,4000000000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
100000000,400000000
